n_number,mode_s_hex,model_code,model_name,manufacturer,owner_name,owner_city,owner_state,match_reasons,confidence,type_aircraft,type_engine,status_code
603CM,A7D2A2,868097A,AS350BA,EUROCOPTER FRANCE,SOUTHEAST HELICOPTERS LLC,MIAMI,FL,Model: AS350BA,medium,6,3,V
603MT,A7D389,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,MED-TRANS CORP,DENTON,TX,Model: EC135 P3; Owner name keyword,high,6,3,V
603TB,A7D40F,05640ZV,Unknown,Unknown,LIFETIME TAX AND ACCOUNTING PLLC,CONCORD,NH,Owner name keyword,low,5,1,V
6043M,A7D8E8,060005E,Unknown,Unknown,RAINIER FLIGHT SERVICE LLC,RENTON,WA,Owner name keyword,low,4,8,V
6044P,A7D90D,060005E,Unknown,Unknown,RAINIER FLIGHT SERVICE LLC,RENTON,WA,Owner name keyword,low,4,8,V
604BD,A7D638,1390006,Unknown,Unknown,L3HARRIS TECHNOLOGIES FLIGHT CAPITAL LLC,GREENVILLE,TX,Owner name keyword,low,5,5,V
604EC,A7D682,1500216,Unknown,Unknown,EAST COAST FLIGHT SERVICES INC,EASTON,MD,Owner name keyword,low,5,2,V
604LJ,A7D71E,2076615,Unknown,Unknown,HEALTHINCENT LLC,MEMPHIS,TN,Owner name keyword,low,5,5,V
604MM,A7D73A,1390009,Unknown,Unknown,TC FLIGHT LLC,SAN FRANCISCO,CA,Owner name keyword,low,5,5,V
60524,A7DC8D,060005E,Unknown,Unknown,RAINIER FLIGHT SERVICE LLC,RENTON,WA,Owner name keyword,low,4,8,V
6052J,A7DC79,2072738,Unknown,Unknown,BRITE ANGEL LANDING INC,MCCALL,ID,Owner name keyword,low,4,2,V
6053K,A7DC9D,5180005,Unknown,Unknown,MAGNIFLIGHT LLC,ARLINGTON,TX,Owner name keyword,low,2,0,V
6055R,A7DCE9,060005E,Unknown,Unknown,FLIGHT WORLD INC,SAN JUAN,PR,Owner name keyword,low,4,8,V
6056E,A7DD01,2072738,Unknown,Unknown,INFINITY FLIGHT LTD,WILMINGTON,DE,Owner name keyword,low,4,2,V
6058V,A7DD56,060005E,Unknown,Unknown,RAINIER FLIGHT SERVICE LLC,RENTON,WA,Owner name keyword,low,4,8,V
605LF,A7DAD2,1390009,Unknown,Unknown,LEVEL FLIGHT LLC,JEFFERSON CITY,MO,Owner name keyword,low,5,5,V
605PC,A7DB1A,7090051,Unknown,Unknown,LOGAN HEALTH MEDICAL CENTER,KALISPELL,MT,Owner name keyword,low,4,2,V
605T,A7DB7B,8680813,AS350 B2 ECUREUIL,AEROSPATIALE,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Model: AS350 B2 ECUREUIL; Owner name keyword,high,6,3,V
60609,A7E003,8143006,S-76A,SIKORSKY,TURBINES LTD,WEST POINT,NE,Model: S-76A,medium,6,3,V
6061C,A7E007,8143006,S-76A,SIKORSKY,TURBINES LTD,WEST POINT,NE,Model: S-76A,medium,6,3,V
6064P,A7E07B,2072738,Unknown,Unknown,WISE SECURITY SYSTEMS LLC,MYRTLE POINT,OR,Owner name keyword,low,4,2,V
6069Y,A7E133,7102308,Unknown,Unknown,ANGELMAN AVIATION LLC,PROSPER,TX,Owner name keyword,low,5,1,V
606AF,A7DD8F,3260426,Unknown,Unknown,VELA FLIGHT LLC,CAMARILLO,CA,Owner name keyword,low,5,5,V
606PS,A7DEDF,3980115,Unknown,Unknown,PLASTIC SURGERY AND SKINCARE PLLC,NEW YORK,NY,Owner name keyword,low,5,5,V
606WC,A7DF80,7104622,Unknown,Unknown,FLIGHT UNLIMITED LLC,SMYRNA,GA,Owner name keyword,low,4,2,V
60758,A7E468,060005E,Unknown,Unknown,RAINIER FLIGHT SERVICE LLC,RENTON,WA,Owner name keyword,low,4,8,V
607AA,A7E141,05633PG,FLIGHTSTAR II,ROBERT S NELSEN,NELSEN ROBERT S,MERIDEN,NH,Model: FLIGHTSTAR II,medium,4,7,V
607FJ,A7E1C6,7150006,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
607SX,A7E2E6,0600066,Unknown,Unknown,LAKESIDE FLIGHTS LLC,COTTONWOOD HEIGHTS,UT,Owner name keyword,low,4,8,V
6080R,A7E75F,8680955,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
608CL,A7E534,3980203,Unknown,Unknown,CASSANDRA LEE FLIGHT OPERATIONS LLC,LAS VEGAS,NV,Owner name keyword,low,5,5,V
608EA,A7E55C,2071835,Unknown,Unknown,KINGSKY FLIGHT ACADEMY LLC,LAKELAND,FL,Owner name keyword,low,4,8,V
608FM,A7E580,2071835,Unknown,Unknown,SOUTH BAY INTERNATIONAL FLIGHT ASSOCIATION INC,TORRANCE,CA,Owner name keyword,low,4,8,V
608GV,A7E5A1,5620025,MBB-BK117 D-3,AIRBUS HELICOPTERS DEUTSCHLAND,MENTE LLC,KIRKLAND,WA,Model: MBB-BK117 D-3,medium,6,3,V
608MT,A7E61C,8680151,EC135 P3,AIRBUS HELICOPTERS,AIRBUS HELICOPTERS INC,GRAND PRAIRIE,TX,Model: EC135 P3,medium,6,3,V
608PB,A7E63E,2073712,Unknown,Unknown,U.S. AIR FORCE LIFE CYCLE MANAGEMENT CENTER,WRIGHT PAT AFB,OH,Owner name keyword,low,4,2,V
608T,A7E6A0,8680950,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
6094E,A7EB97,8680877,AS350B2,AEROSPATIALE,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Model: AS350B2; Owner name keyword,high,6,3,V
6094U,A7EBA5,8680955,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
6096R,A7EBE8,8680813,AS350 B2 ECUREUIL,AEROSPATIALE,HELISTREAM INC,KALISPELL,MT,Model: AS350 B2 ECUREUIL,medium,6,3,V
6097M,A7EC07,2071835,Unknown,Unknown,PEA-WAYMAN FLIGHT LLC,DAYTONA BEACH,FL,Owner name keyword,low,4,8,V
6099T,A7EC53,0970106,Unknown,Unknown,AIR CARE LEASING LLC,LAMAR,CO,Owner name keyword,low,4,2,V
609TX,A7EA6D,1145000,AS350B2,AMERICAN EUROCOPTER LLC,COPTERS IN AGRICULTURE LLP,SONORA,TX,Model: AS350B2,medium,6,3,V
60AU,A7C4F9,1152732,Unknown,Unknown,LIFE'S A BEECH LLC,SUN PRAIRIE,WI,Owner name keyword,low,5,1,V
60FX,A7C579,1152805,Unknown,Unknown,AMERIFLIGHT MANAGEMENT SERVICES INC,ORLANDO,FL,Owner name keyword,low,5,1,V
60H,A7C595,2072418,Unknown,Unknown,EAGLE FLIGHT SQUADRON INC,EAST ORANGE,NJ,Owner name keyword,low,4,8,V
60JP,A7C5BC,5190021,Unknown,Unknown,MAGNIFLIGHT LLC,ARLINGTON,TX,Owner name keyword,low,2,0,V
60NM,A7C61E,0260118,A109C,AGUSTA SPA,OBRIEN HELICOPTERS INC,FORT MYERS,FL,Model: A109C,medium,6,3,V
60NT,A7C624,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF ONTARIO,ONTARIO,CA,Model: AS350B3,medium,6,3,V
60VP,A7C6CF,7150004,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
60ZX,A7C73B,5620029,EC-135,EUROCOPTER DEUTSCHLAND GMBH,TONIK AIR LLC,LAS VEGAS,NV,Model: EC-135,medium,6,3,V
6106F,A7F1EE,060005E,Unknown,Unknown,BOCA PILOT FLIGHT TRAINING LLC,DELRAY BEACH,FL,Owner name keyword,low,4,8,V
610JS,A7EF97,1145005,AS350B3,AIRBUS HELICOPTERS INC,LISTO AIR LLC,SAN ANTONIO,TX,Model: AS350B3,medium,6,3,V
610RP,A7F043,05901Q2,FLIGHTSTAR II,FLIGHTSTAR INC,HANCOCK BOBBY L,WADESBORO,NC,Model: FLIGHTSTAR II,medium,4,7,V
610SF,A7F054,1145004,AS350B3,AMERICAN EUROCOPTER CORP,REACH AIR MEDICAL SERVICES LLC,MCCLELLAN,CA,Model: AS350B3; Owner name keyword,high,6,3,V
610TA,A7F068,7150006,Unknown,Unknown,NORTH FLIGHT AERO MED,TRAVERSE CITY,MI,Owner name keyword,low,5,2,V
6116U,A7F5B2,059028Q,FLIGHTSTAR II SC,FLIGHTSTAR INC,SUDUL BENJAMIN J,RUSSELL,PA,Model: FLIGHTSTAR II SC,medium,4,8,V
611HM,A7F330,8360608,Unknown,Unknown,PHYSICAL SYSTEMS INC,CARSON CITY,NV,Owner name keyword,low,5,1,V
611JT,A7F34F,4400000,Unknown,Unknown,LEFLIGHT JET LLC,WILMINGTON,DE,Owner name keyword,low,5,5,V
611SJ,A7F40E,5626002,Unknown,Unknown,ASPIRUS WAUSAU HOSPITAL INC DBA,WAUSAU,WI,Owner name keyword,low,6,3,V
611TC,A7F421,8680817,AS350BA,AEROSPATIALE,AIRCRAFT TRUSTEE SERVICES INC TRUSTEE,DOVER,DE,Model: AS350BA,medium,6,3,V
612HQ,A7F6EA,06102F0,Unknown,Unknown,L3HARRIS UNMANNED SYSTEMS INC,TUCSON,AZ,Owner name keyword,low,H,7,V
612RX,A7F7B9,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
612VU,A7F81A,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
612X,A7F839,2072738,Unknown,Unknown,MEXICO MEDICAL MISSIONS,MISSOURI CITY,TX,Owner name keyword,low,4,2,V
6133C,A7FCA7,1182108,Unknown,Unknown,REDLANDS HELI FLIGHT LLC,REDLANDS,CA,Owner name keyword,low,6,3,V
613AM,A7F9EF,0033001,Unknown,Unknown,W & A FLIGHT LLC,GREENVILLE,SC,Owner name keyword,low,4,8,V
613BD,A7FA00,2730170,Unknown,Unknown,LYNX MEDICAL TRANSPORT LLC,CINCINNATI,OH,Owner name keyword,low,5,5,V
613CM,A7FA21,8680800,AS350B,AEROSPATIALE,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Model: AS350B; Owner name keyword,high,6,3,V
613DE,A7FA33,06001CM,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,4,8,V
613HA,A7FA93,0260101,A109E,AGUSTA SPA,HA 109E LLC,FLUSHING,NY,Model: A109E,medium,6,3,V
613LH,A7FAE5,1182108,Unknown,Unknown,TOP FLIGHT AVIATION OF MISSISSIPPI LLC,PICAYUNE,MS,Owner name keyword,low,6,3,V
613RX,A7FB70,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
613TC,A7FB8F,1145004,AS350B3,AMERICAN EUROCOPTER CORP,T A F Y CONSULTING,BRISTOW,VA,Model: AS350B3,medium,6,3,V
613VU,A7FBD1,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
61412,A80030,05903CY,Unknown,Unknown,LOOKOUT MTN FLIGHT PARK INC,RISING FAWN,GA,Owner name keyword,low,4,8,V
6147U,A800FA,4220003,Unknown,Unknown,STRAIGHT FLIGHT NEVADA COMMERCIAL LEASING LLC,SPARKS,NV,Owner name keyword,low,5,2,V
6147Y,A800FE,2073701,Unknown,Unknown,STRAIGHT FLIGHT NEVADA COMMERCIAL LEASING LLC,SPARKS,NV,Owner name keyword,low,4,2,V
614AD,A7FD9E,868095A,AS365N1,EUROCOPTER,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Model: AS365N1; Owner name keyword,high,6,3,V
614G,A7FE30,5620032,EC135T2,EUROCOPTER DEUTSCHLAND GMBH,DEL RIO AVIATION INC,PASO ROBLES,CA,Model: EC135T2,medium,6,3,V
614HH,A7FE51,1145005,AS350B3,AIRBUS HELICOPTERS INC,SKY HIGH LEASING LLC,MONTROSE,CO,Model: AS350B3,medium,6,3,V
614JC,A7FE65,4900103,S-76C,KEYSTONE HELICOPTER,KNIGHT HELO LLC,WILMINGTON,DE,Model: S-76C,medium,6,3,V
614RX,A7FF27,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
614SD,A7FF2E,8680800,AS350B,AEROSPATIALE,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Model: AS350B; Owner name keyword,high,6,3,V
614TC,A7FF46,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TAFY CONSULTING,BRISTOW,VA,Model: AS350B3,medium,6,3,V
614VP,A7FF83,2076619,Unknown,Unknown,VPJ FLIGHT SERVICES LLC,OXFORD,MS,Owner name keyword,low,5,5,V
614VU,A7FF88,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
6152,A803EF,3800341,STANDARD LIBELLE,GLASFLUGEL,ASHMORE PAUL A,SIOUX FALLS,SD,Model: STANDARD LIBELLE,medium,1,0,V
6159V,A804F8,2073701,Unknown,Unknown,STRAIGHT FLIGHT NEVADA COMMERCIAL LEASING LLC,SPARKS,NV,Owner name keyword,low,4,2,V
615BD,A8016E,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,DECKOFF STEPHEN H,ST THOMAS,VI,Model: EC135 P2+,medium,6,3,V
615VU,A8033F,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
615X,A8035E,3800337,H 301 LIBELLE,GLASFLUGEL,ITALO VALENTINO VASILI,ATLANTA,GA,Model: H 301 LIBELLE,medium,1,0,V
61615,A807A1,2072418,Unknown,Unknown,HIGH FLIGHT ACADEMY LLC,ALLISON PARK,PA,Owner name keyword,low,4,8,V
6165C,A80812,0390307,Unknown,Unknown,AIR CARE LEASING LLC,LAMAR,CO,Owner name keyword,low,4,2,V
61663,A8084E,2072418,Unknown,Unknown,MOHAMED EMAN Z,LUBBOCK,TX,Owner name keyword,low,4,8,V
616EM,A80578,7090553,Unknown,Unknown,TROPACAVAL MEDIA LLC,VICTORIA,TX,Owner name keyword,low,4,2,V
616ST,A806AA,2075907,Unknown,Unknown,K&S FLIGHTS LLC,SWEET VALLEY,PA,Owner name keyword,low,5,1,V
616VU,A806F6,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
6170Y,A80B2E,7102308,Unknown,Unknown,GE ORG ADVANCED SYSTEMS LLC,NEWTON,NJ,Owner name keyword,low,5,1,V
6175F,A80BCC,059028Q,FLIGHTSTAR II SC,FLIGHTSTAR INC,ERICSON JAY D,NISLAND,SD,Model: FLIGHTSTAR II SC,medium,4,8,V
6175Q,A80BD5,2071835,Unknown,Unknown,KINGSKY FLIGHT ACADEMY LLC,LAKELAND,FL,Owner name keyword,low,4,8,V
61779,A80C2E,4360105,Unknown,Unknown,RUTHERFORD COUNTY AIR RESCUE SQUAD,RUTHERFORDTON,NC,Owner name keyword,low,6,1,V
617AF,A808C5,4400000,Unknown,Unknown,CUTTER FLIGHT MANAGEMENT INC,ALBUQUERQUE,NM,Owner name keyword,low,5,5,V
617BG,A808DF,7090553,Unknown,Unknown,LIFE FLIGHT NETWORK LLC,AURORA,OR,Owner name keyword,low,4,2,V
617GC,A80958,1145002,AS350B3,AMERICAN EUROCOPTER LLC,GRANITE COAST MAPPING,CORONADO,CA,Model: AS350B3,medium,6,3,V
617MM,A809DE,7150004,Unknown,Unknown,CAL-ORE LIFE FLIGHT LLC,BROOKINGS,OR,Owner name keyword,low,5,2,V
617TV,A80A7C,8680817,AS350BA,AEROSPATIALE,US HELICOPTERS INC,MARSHVILLE,NC,Model: AS350BA,medium,6,3,V
617VU,A80AAD,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
61842,A80F75,2072418,Unknown,Unknown,SKYWALKER FLIGHT SCHOOOL LLC,ADRIAN,MI,Owner name keyword,low,4,8,V
618GL,A80D17,5620036,Unknown,Unknown,GUNDERSEN LUTHERAN MEDICAL CENTER INC,LA CROSSE,WI,Owner name keyword,low,6,3,V
618HR,A80D35,33601QA,AW109SP,LEONARDO SPA,BOARDWALK AIR I LLC,ATLANTIC CITY,NJ,Model: AW109SP,medium,6,3,V
618ME,A80D8E,1145004,AS350B3,AMERICAN EUROCOPTER CORP,MOUNTAIN AIR HELICOPTERS INC,DOVER,DE,Model: AS350B3,medium,6,3,V
618VU,A80E64,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
619G,A810C3,7150010,Unknown,Unknown,PATRIOT FLIGHT LLC,JACKSONVILLE,FL,Owner name keyword,low,5,5,V
619LH,A8112F,8680817,AS350BA,AEROSPATIALE,YUKON HELICOPTERS INC,BETHEL,AK,Model: AS350BA,medium,6,3,V
619VU,A8121B,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
61CV,A7ECAB,8680950,Unknown,Unknown,STATE OF MONTANA DEPT OF FISH WILDLIFE & PARKS,HELENA,MT,Owner name keyword,low,6,3,V
61DJ,A7ECB9,8143007,S-76B,SIKORSKY,BLACK BADGE AVIATION LLC,CARSON CITY,NV,Model: S-76B,medium,6,3,V
61GN,A7ED08,1152911,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
61HL,A7ED1F,8680817,AS350BA,AEROSPATIALE,TINY BUBBLES AVIATION INC,PACOIMA,CA,Model: AS350BA,medium,6,3,V
61JJ,A7ED36,3800344,STD LIBELLE 201B,GLASFLUGEL,SCHINDOWSKY NORMEN,SARASOTA,FL,Model: STD LIBELLE 201B,medium,1,0,V
61NC,A7ED94,7102308,Unknown,Unknown,NORTHWEST FLORIDA FLIGHT SERVICES LLC,JACKSONVILLE,FL,Owner name keyword,low,5,1,V
61RX,A7EDF2,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,MCCLELLAN,CA,Model: AS350B3; Owner name keyword,high,6,3,V
620KE,A81723,4500205,Unknown,Unknown,AIR CORYELL FLIGHT LLC,SPRINGFIELD,MO,Owner name keyword,low,5,5,V
620ME,A81755,5620028,EC135T3,AIRBUS HELICOPTERS,AIRBUS HELICOPTERS INC,GRAND PRAIRIE,TX,Model: EC135T3,medium,6,3,V
620RD,A817B8,05634J8,Unknown,Unknown,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CA,Owner name keyword,low,5,1,V
620VU,A8182B,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
6211,A81C6F,1145005,AS350B3,AIRBUS HELICOPTERS INC,DEPARTMENT OF HOMELAND SECURITY,WASHINGTON,DC,Model: AS350B3,medium,6,3,V
621FB,A81A73,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF PHOENIX,PHOENIX,AZ,Model: AS350B3,medium,6,3,V
621SC,A81B87,0260103,A109S,AGUSTA SPA,SOUTH BAY HELICOPTER SERVICE INC,HAYWARD,CA,Model: A109S,medium,6,3,V
621VU,A81BE2,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
6227,A820F8,1145004,AS350B3,AMERICAN EUROCOPTER CORP,AUSTIN POLICE DEPT,PFLUGERVILLE,TX,Model: AS350B3,medium,6,3,V
622FB,A81E2A,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF PHOENIX,PHOENIX,AZ,Model: AS350B3,medium,6,3,V
622VU,A81F99,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
623FB,A821E1,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF PHOENIX,PHOENIX,AZ,Model: AS350B3,medium,6,3,V
623NX,A822A4,3800341,STANDARD LIBELLE,GLASFLUGEL,WAHL JOHN F,EDGEWOOD,NM,Model: STANDARD LIBELLE,medium,1,0,V
623PD,A822AB,1145005,AS350B3,AIRBUS HELICOPTERS INC,COASTAL HELICOPTERS LLC,LA VERN,CA,Model: AS350B3,medium,6,3,V
623SW,A82307,138447K,Unknown,Unknown,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CA,Owner name keyword,low,5,5,V
623VU,A82350,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
624AD,A8251D,8680970,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
624EC,A82580,1145009,Unknown,Unknown,PITT COUNTY MEMORIAL HOSPITAL INC,GREENVILLE,NC,Owner name keyword,low,6,3,V
624FB,A82598,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF PHOENIX,PHOENIX,AZ,Model: AS350B3,medium,6,3,V
624K,A825FA,1181511,Unknown,Unknown,ROTARY FLIGHT LLC,WILMINGTON,DE,Owner name keyword,low,6,3,V
624KS,A8260B,1145102,AS350B2,AIRBUS HELICOPTERS INC,AERIAL COALITION SURVEILLANCE LLC,WINNIE,TX,Model: AS350B2,medium,6,3,V
624TD,A826C6,8680825,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
624VU,A82707,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
624X,A82726,3800337,H 301 LIBELLE,GLASFLUGEL,GIFFORD SCOTT A,MCMINNVILLE,OR,Model: H 301 LIBELLE,medium,1,0,V
625CF,A82908,8680903,AS365N3,EUROCOPTER,MIAMI VALLEY HOSPITAL,DAYTON,OH,Model: AS365N3; Owner name keyword,high,6,3,V
625CL,A8290D,8680970,Unknown,Unknown,MANSFIELD HELIFLIGHT INC,MILTON,VT,Owner name keyword,low,6,3,V
625FB,A8294F,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF PHOENIX,PHOENIX,AZ,Model: AS350B3,medium,6,3,V
625TG,A82A80,05640MT,AF-SS-76,AIR FLY BALLOONS,MONAHAN TODD J,QUEENSBURY,NY,Model: AF-SS-76,medium,2,0,V
625VU,A82ABE,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
6267B,A82FD6,0141102,Unknown,Unknown,ROSARIO ANGELA,SAN JUAN,PR,Owner name keyword,low,5,1,V
626BL,A82CAB,5140102,Unknown,Unknown,MUSEUM OF FLIGHT FOUNDATION,TUKWILA,WA,Owner name keyword,low,5,2,V
626L,A82D81,056358Q,CICARE 7B/CH-7B,COSMIN LIVIU MARAZAN,MARAZAN COSMIN LIVIU,BRASELTON,GA,Model: CICARE 7B/CH-7B,medium,6,1,V
626TF,A82E36,069002L,Unknown,Unknown,TANGO FLIGHT INC,GEORGETOWN,TX,Owner name keyword,low,4,8,V
626VU,A82E75,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
6274N,A8332F,05620RN,Unknown,Unknown,BLACKHAWK FLIGHT FOUNDATION INC,MANDEVILLE,LA,Owner name keyword,low,4,5,V
627DS,A8309A,05631FI,Unknown,Unknown,PURPOSE FLIGHT INC,WILMINGTON,DE,Owner name keyword,low,4,8,V
627TD,A831EB,8680825,Unknown,Unknown,EUROTEC VERTICAL FLIGHT SOLUTIONS LLC,EUDORA,KS,Owner name keyword,low,6,3,V
627VJ,A83222,7640122,Unknown,Unknown,VFLIGHT LLC,HOLLISTER,CA,Owner name keyword,low,6,1,V
627VU,A8322C,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
62899,A837AA,7103110,Unknown,Unknown,SF HEALTH SOLUTIONS INC,HOMESTEAD,FL,Owner name keyword,low,5,1,V
628G,A8348B,4500314,Unknown,Unknown,GENERAL DYNAMICS MISSION SYSTEMS INC,FAIRFAX,VA,Owner name keyword,low,5,5,V
628VU,A835E3,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
629ST,A8394E,7104627,Unknown,Unknown,ST FLIGHT OPS LLC,CAMARILLO,CA,Owner name keyword,low,4,2,V
629VU,A8399A,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
62GA,A8147B,7090551,Unknown,Unknown,FLAGSTAFF MEDICAL CENTER INC,FLAGSTAFF,AZ,Owner name keyword,low,4,2,V
62HF,A81499,05635DZ,Unknown,Unknown,ANGELBEAR LLC,GAYLORD,MI,Owner name keyword,low,5,8,V
62MS,A81508,868097C,AS350BB,EUROCOPTER,NS AIR LEASING LLC,WILMINGTON,DE,Model: AS350BB,medium,6,3,V
62PF,A8152F,05642Q5,Unknown,Unknown,PURPOSE FLIGHT INC,WILMINGTON,DE,Owner name keyword,low,6,3,V
62RX,A81571,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
62VS,A815D0,4831705,Unknown,Unknown,VERTOL SYSTEMS COMPANY LLC,DESTIN,FL,Owner name keyword,low,6,3,V
6300Q,A84023,2071835,Unknown,Unknown,PEA-WAYMAN FLIGHT LLC,DAYTONA BEACH,FL,Owner name keyword,low,4,8,V
6302Y,A84071,8680950,Unknown,Unknown,TEMSCO HELICOPTER INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
630RW,A83F48,1152732,Unknown,Unknown,MANSFIELD HELIFLIGHT INC,MILTON,VT,Owner name keyword,low,5,1,V
630VU,A83FAA,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
63181,A844FD,2071830,Unknown,Unknown,WILD BLUE FLIGHT LLC,ELLENSBURG,WA,Owner name keyword,low,4,8,V
63197,A84526,2071830,Unknown,Unknown,DEANGELIS KRISTOPHER M,LAS VEGAS,NV,Owner name keyword,low,4,8,V
631HC,A84225,0260113,AW109SP,AGUSTA SPA,IHC HEALTH SERVICES INC,SALT LAKE CITY,UT,Model: AW109SP; Owner name keyword,high,6,3,V
631MT,A84298,1182154,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
631VU,A84361,06102IF,Unknown,Unknown,PLATFORM SYSTEMS INC DBA,HOLLYWOOD,MD,Owner name keyword,low,4,8,V
632JS,A84603,5170805,Unknown,Unknown,RMS FLIGHT SERVICES LLC,WILMINGTON,DE,Owner name keyword,low,5,5,V
6339M,A84C80,2071835,Unknown,Unknown,FLIGHT WORLD INC,SAN JUAN,PR,Owner name keyword,low,4,8,V
633AT,A848F3,2076607,Unknown,Unknown,AIR AMBULANCE BY AIR TREK INC,WILMINGTON,DE,Owner name keyword,low,5,5,V
